TRANSACTION_AMOUNT,TRANSACTION_DATE,DEVICE_ID,IP_ADDRESS,TRANSACTION_TYPE,AGE,OCCUPATION,TRANSACTION_DURATION,LOGIN_ATTEMPTS,ACCOUNT_BALANCE,PREVIOUS_TRANSACTION_DATE
43.73,03-04-2023 16:43,D000631,194.88.79.54,ATM,34,Doctor,145,1,9929.43,04-11-2024 08:10
1282.86,15-05-2023 16:52,D000388,62.251.170.72,Branch,19,Student,68,1,1830.98,04-11-2024 08:07
2.03,01-01-2024 16:07,D000271,112.86.148.212,ATM,33,Engineer,28,1,3012.31,04-11-2024 08:08
770.65,05-07-2023 17:49,D000119,161.161.26.115,Online,31,Doctor,137,1,7198.8,04-11-2024 08:09
260.31,28-02-2023 16:46,D000404,195.226.203.234,Branch,63,Doctor,113,1,10980.38,04-11-2024 08:12
356.1,25-10-2023 16:13,D000441,167.164.55.0,Branch,26,Student,187,1,868.35,04-11-2024 08:11
27.07,06-03-2023 17:39,D000046,52.169.116.164,Branch,80,Retired,39,1,3773.29,04-11-2024 08:09
119.89,19-12-2023 17:11,D000013,166.79.195.157,ATM,67,Doctor,60,1,6697.77,04-11-2024 08:09
106.39,13-02-2023 18:42,D000485,211.42.9.0,Online,37,Doctor,281,1,9410.99,04-11-2024 08:10
12.04,15-11-2023 16:08,D000535,31.127.129.152,Online,37,Engineer,58,1,6213.32,04-11-2024 08:08
365.7,27-01-2023 16:35,D000051,81.248.235.147,Branch,21,Student,115,2,368.78,04-11-2024 08:10
29.38,15-02-2023 16:30,D000053,139.23.212.102,Branch,28,Student,63,1,1663.31,04-11-2024 08:11
319.85,26-07-2023 16:44,D000589,219.31.152.129,ATM,60,Doctor,148,1,711.66,04-11-2024 08:07
350.14,24-03-2023 18:50,D000182,161.168.126.136,Online,75,Retired,38,1,2403.25,04-11-2024 08:08
163.94,03-08-2023 18:49,D000352,154.48.233.165,Branch,52,Retired,73,1,5957.37,04-11-2024 08:09
170.53,06-02-2023 18:59,D000140,158.135.64.240,Branch,24,Student,58,1,801.01,04-11-2024 08:09
262.22,13-07-2023 17:48,D000006,177.116.108.246,ATM,40,Engineer,136,1,5711.71,04-11-2024 08:12
41.49,24-04-2023 16:47,D000422,32.71.250.58,Online,24,Student,13,1,928.33,04-11-2024 08:12
121.43,21-03-2023 16:20,D000244,171.101.134.74,Branch,52,Engineer,243,1,7365.28,04-11-2024 08:07
350.46,08-12-2023 16:16,D000079,152.234.65.155,Branch,51,Retired,165,1,5839.38,04-11-2024 08:06
220.41,04-09-2023 16:42,D000574,133.223.159.151,Online,26,Engineer,155,1,5116.98,04-11-2024 08:10
33.46,20-02-2023 16:52,D000617,189.248.139.91,ATM,72,Retired,111,1,3641.07,04-11-2024 08:09
104.79,07-08-2023 16:06,D000531,80.247.6.83,ATM,70,Doctor,223,1,1352.19,04-11-2024 08:10
246.27,27-12-2023 16:48,D000102,144.91.150.133,Online,29,Doctor,141,1,7299.86,04-11-2024 08:10
48.85,08-12-2023 16:45,D000645,68.254.244.208,ATM,19,Student,176,1,1503.56,04-11-2024 08:07
332,27-04-2023 16:27,D000101,197.23.128.119,ATM,69,Retired,17,1,5943.13,04-11-2024 08:07
118.1,31-10-2023 16:49,D000023,110.243.14.36,Online,54,Engineer,167,1,895.66,04-11-2024 08:09
84.59,19-04-2023 16:54,D000560,152.140.239.181,Branch,67,Doctor,10,1,5669.1,04-11-2024 08:07
295.64,14-12-2023 17:31,D000225,170.225.23.251,Online,21,Student,82,1,1061.96,04-11-2024 08:10
514.33,02-06-2023 16:27,D000478,218.54.207.160,Branch,25,Student,160,1,1592.94,04-11-2024 08:12
992.17,27-02-2023 18:23,D000205,90.111.245.138,ATM,43,Doctor,169,1,6215.96,04-11-2024 08:12
94.59,01-12-2023 17:04,D000270,47.82.77.181,Online,39,Doctor,34,1,6171.89,04-11-2024 08:10
80.43,04-01-2023 16:09,D000483,157.47.114.20,Branch,59,Retired,157,1,5987.67,04-11-2024 08:08
54.25,31-07-2023 16:51,D000353,51.250.122.123,Online,68,Doctor,37,1,14783.33,04-11-2024 08:08
178.88,19-06-2023 17:31,D000101,38.210.156.148,Branch,76,Retired,93,4,4708.29,04-11-2024 08:12
518.85,23-10-2023 18:37,D000100,73.54.203.165,Online,22,Student,82,1,1806,04-11-2024 08:06
10.65,24-04-2023 16:24,D000484,38.166.40.246,Online,54,Doctor,161,1,13240.72,04-11-2024 08:10
198.62,15-05-2023 16:19,D000378,97.4.209.133,Branch,27,Student,84,1,1196.07,04-11-2024 08:06
107.03,06-03-2023 18:27,D000628,221.23.158.87,Branch,27,Student,73,1,1408.07,04-11-2024 08:12
139.57,17-11-2023 17:59,D000222,13.30.106.126,ATM,19,Student,263,3,271.78,04-11-2024 08:07
312.47,02-05-2023 17:24,D000658,207.157.126.125,ATM,49,Engineer,148,4,9419.27,04-11-2024 08:08
346.11,04-01-2023 17:00,D000362,130.92.201.49,Branch,41,Engineer,213,1,9551.64,04-11-2024 08:08
138.06,25-07-2023 17:21,D000188,113.21.93.28,Branch,44,Engineer,159,1,1070.47,04-11-2024 08:06
158.02,20-09-2023 17:09,D000032,60.153.124.80,ATM,49,Engineer,120,1,9374.24,04-11-2024 08:09
830.01,21-07-2023 16:43,D000559,5.252.94.135,Online,66,Retired,96,1,4253.18,04-11-2024 08:11
435.5,15-05-2023 18:41,D000461,10.191.172.154,ATM,55,Retired,112,1,6981.03,04-11-2024 08:09
110.49,31-10-2023 17:06,D000449,187.52.200.18,Online,57,Doctor,48,1,10483.93,04-11-2024 08:12
329.4,25-12-2023 16:30,D000692,104.155.121.252,Online,34,Doctor,68,1,9588.07,04-11-2024 08:07
635.4,19-09-2023 16:55,D000002,215.97.143.157,ATM,47,Doctor,106,1,1238.11,04-11-2024 08:11
769.97,16-02-2023 18:56,D000393,24.129.74.189,Branch,22,Student,23,1,1244.93,04-11-2024 08:09
175.07,04-09-2023 17:46,D000379,147.125.143.41,Branch,26,Student,169,1,1040.25,04-11-2024 08:08
7.31,26-06-2023 16:04,D000060,160.160.113.117,Branch,78,Retired,282,1,5757.67,04-11-2024 08:07
175.15,09-11-2023 17:02,D000367,16.51.235.240,ATM,27,Student,32,1,1712.65,04-11-2024 08:09
32.54,04-07-2023 16:25,D000008,4.101.189.38,Online,25,Student,183,4,1544.88,04-11-2024 08:07
121.82,08-09-2023 18:24,D000542,40.198.240.246,Online,60,Doctor,119,1,13293.83,04-11-2024 08:11
56.12,13-09-2023 18:49,D000431,11.167.243.171,ATM,30,Doctor,102,1,8839.67,04-11-2024 08:09
424.7,30-01-2023 17:37,D000066,56.116.189.0,Online,56,Retired,178,1,6239.89,04-11-2024 08:08
35.16,25-10-2023 17:50,D000075,195.237.152.198,Branch,32,Engineer,130,1,8459.18,04-11-2024 08:10
35.73,12-06-2023 16:48,D000693,205.69.66.135,Branch,65,Doctor,87,1,9073.17,04-11-2024 08:11
3.44,19-01-2023 17:24,D000389,45.64.74.86,ATM,78,Retired,108,1,7561.33,04-11-2024 08:12
1342.25,28-04-2023 18:11,D000643,28.149.72.129,Branch,21,Student,235,1,694.03,04-11-2024 08:08
139.03,30-08-2023 18:00,D000359,147.125.143.41,Online,50,Engineer,81,1,2276.57,04-11-2024 08:11
254.92,18-09-2023 16:04,D000088,198.24.183.157,ATM,28,Engineer,169,1,2791.12,04-11-2024 08:07
115.11,05-05-2023 17:34,D000632,190.164.160.79,Online,28,Engineer,139,1,9808.97,04-11-2024 08:10
171.11,15-05-2023 16:52,D000172,55.154.161.250,ATM,57,Retired,171,1,6324.09,04-11-2024 08:08
168.54,02-02-2023 16:13,D000467,119.105.89.125,ATM,70,Doctor,142,2,13406,04-11-2024 08:08
420.76,23-02-2023 16:04,D000329,76.0.164.168,Branch,51,Retired,76,1,6581.55,04-11-2024 08:08
408.46,01-03-2023 16:17,D000669,201.95.180.152,Branch,64,Retired,28,1,3140.79,04-11-2024 08:08
1162.42,23-08-2023 16:35,D000153,62.152.134.92,Online,30,Doctor,45,1,10357.26,04-11-2024 08:09
342.17,14-12-2023 16:09,D000532,91.204.200.167,Branch,21,Student,247,1,461.83,04-11-2024 08:08
580.71,20-09-2023 16:37,D000203,115.30.82.168,ATM,53,Engineer,95,1,5670,04-11-2024 08:10
821.54,22-08-2023 18:11,D000142,19.111.192.175,Branch,79,Retired,36,1,4040.32,04-11-2024 08:11
253.47,14-06-2023 17:07,D000388,81.248.235.147,Branch,20,Student,238,1,220.51,04-11-2024 08:08
22.81,29-05-2023 17:53,D000065,81.102.230.41,Online,62,Retired,75,1,3634.76,04-11-2024 08:07
266.57,03-07-2023 17:56,D000058,140.94.123.72,Online,39,Engineer,96,1,7180.48,04-11-2024 08:07
374.61,29-08-2023 18:30,D000056,34.125.226.63,Online,75,Retired,37,1,1389.71,04-11-2024 08:11
339.35,03-02-2023 16:08,D000099,197.23.128.119,ATM,78,Retired,70,1,5002.7,04-11-2024 08:08
810.36,17-01-2023 16:59,D000393,139.23.212.102,ATM,20,Student,67,1,9239.12,04-11-2024 08:07
9.83,24-07-2023 17:04,D000054,210.98.198.143,ATM,24,Student,86,1,666.42,04-11-2024 08:09
135.57,14-06-2023 17:17,D000225,147.119.62.178,Branch,51,Doctor,116,1,11351.64,04-11-2024 08:11
340.05,27-10-2023 17:26,D000196,163.58.140.206,ATM,43,Engineer,37,1,7234.15,04-11-2024 08:07
283.45,17-10-2023 17:24,D000399,128.16.32.183,Branch,27,Engineer,127,1,2049.51,04-11-2024 08:08
100.99,29-05-2023 16:20,D000466,109.105.179.186,ATM,68,Doctor,114,1,8865.27,04-11-2024 08:09
90.88,20-02-2023 16:48,D000449,196.244.194.198,Branch,18,Student,176,1,3908.47,04-11-2024 08:07
655.15,02-01-2023 16:22,D000626,11.167.243.171,ATM,26,Engineer,264,1,5587.44,04-11-2024 08:07
320.55,01-05-2023 17:11,D000549,199.6.127.153,Online,50,Engineer,118,1,438.75,04-11-2024 08:08
41.51,04-10-2023 16:47,D000688,16.51.235.240,Online,28,Student,48,1,609.6,04-11-2024 08:11
71.53,30-10-2023 16:49,D000420,11.188.75.155,Branch,68,Retired,39,1,2393.73,04-11-2024 08:12
467.13,28-09-2023 17:18,D000025,162.151.179.167,Branch,54,Retired,45,1,3914.84,04-11-2024 08:06
235.4,26-09-2023 17:02,D000141,73.108.76.238,Branch,28,Student,70,1,818.36,04-11-2024 08:10
159.32,16-01-2023 18:57,D000446,37.227.215.145,Branch,18,Student,100,1,304.44,04-11-2024 08:10
50.83,18-12-2023 16:06,D000421,190.164.160.79,Online,30,Doctor,48,1,9553.42,04-11-2024 08:10
56.89,03-02-2023 18:03,D000120,31.127.129.152,Branch,59,Engineer,56,1,3034.67,04-11-2024 08:09
20.22,10-03-2023 18:26,D000123,170.225.23.251,ATM,43,Engineer,138,1,5515.32,04-11-2024 08:06
50.4,27-03-2023 17:02,D000565,44.197.126.59,Branch,36,Doctor,84,1,1677.01,04-11-2024 08:07
73.88,08-05-2023 17:42,D000405,134.140.85.231,Branch,53,Retired,131,1,4055.55,04-11-2024 08:08
119.61,14-03-2023 16:21,D000102,99.205.173.118,ATM,33,Doctor,53,1,9899.94,04-11-2024 08:07
1241.05,21-11-2023 16:26,D000105,156.96.135.18,Branch,18,Student,129,1,756.74,04-11-2024 08:11
116.58,31-08-2023 16:38,D000646,20.147.6.179,Branch,43,Engineer,247,1,2620.74,04-11-2024 08:06
1919.11,27-06-2023 17:48,D000191,207.157.126.125,ATM,30,Doctor,161,1,11090.24,04-11-2024 08:10
391.96,19-06-2023 16:21,D000452,121.67.144.20,ATM,64,Retired,79,1,2174.16,04-11-2024 08:06
156.26,02-01-2023 17:49,D000134,51.196.87.214,Branch,46,Engineer,160,1,7854.1,04-11-2024 08:09
427,31-07-2023 17:04,D000629,183.39.94.209,Branch,49,Engineer,163,1,8253.65,04-11-2024 08:07
443.68,25-04-2023 18:58,D000400,16.94.155.46,ATM,18,Student,137,1,874.15,04-11-2024 08:10
101.76,20-02-2023 17:27,D000374,78.69.172.205,Branch,31,Doctor,26,1,6043.25,04-11-2024 08:11
67.57,17-08-2023 16:44,D000498,165.35.58.173,Branch,37,Engineer,107,1,2766.12,04-11-2024 08:11
326.29,06-12-2023 17:10,D000184,6.44.165.160,Online,56,Engineer,179,1,8171.26,04-11-2024 08:10
158.56,28-02-2023 17:28,D000027,218.238.171.184,ATM,33,Doctor,100,1,5401.21,04-11-2024 08:10
56.02,19-06-2023 17:50,D000455,81.248.235.147,Online,27,Student,142,1,3548.02,04-11-2024 08:07
288.28,17-01-2023 17:11,D000127,191.25.177.160,Online,27,Student,36,1,160.83,04-11-2024 08:06
245.67,02-01-2023 18:35,D000097,3.77.114.6,Branch,24,Student,107,1,752.25,04-11-2024 08:07
152.18,07-08-2023 16:57,D000637,40.244.94.218,Online,39,Engineer,176,4,2459.84,04-11-2024 08:10
114.35,27-11-2023 16:16,D000264,193.221.15.59,Branch,41,Engineer,21,1,469.12,04-11-2024 08:10
373.27,18-07-2023 18:03,D000090,35.67.21.23,Online,61,Doctor,79,1,8441.61,04-11-2024 08:06
504.63,13-11-2023 17:07,D000129,77.21.150.75,Online,60,Engineer,168,1,3806.16,04-11-2024 08:07
126.22,04-05-2023 16:25,D000094,9.230.41.239,ATM,46,Engineer,77,4,6133.41,04-11-2024 08:07
820.15,18-12-2023 16:33,D000281,13.188.62.74,Branch,47,Doctor,181,1,8802.97,04-11-2024 08:10
986.81,31-03-2023 16:52,D000093,145.76.10.8,Online,68,Doctor,127,1,14881.77,04-11-2024 08:09
8.37,12-01-2023 16:21,D000425,143.212.47.226,ATM,63,Retired,135,1,1106.34,04-11-2024 08:11
197.49,03-07-2023 16:36,D000649,167.67.137.223,Online,53,Retired,30,1,5005.33,04-11-2024 08:06
637.97,23-10-2023 17:17,D000646,104.165.213.58,Branch,58,Retired,90,1,7949.03,04-11-2024 08:07
13.52,15-05-2023 16:51,D000584,167.67.137.223,ATM,26,Student,65,1,259.77,04-11-2024 08:06
432.1,20-03-2023 16:28,D000264,182.84.41.229,ATM,49,Engineer,240,1,2114.3,04-11-2024 08:10
375.17,08-06-2023 17:20,D000226,112.196.12.19,ATM,51,Engineer,66,2,5495.3,04-11-2024 08:11
642.68,17-02-2023 16:57,D000269,56.116.189.0,Branch,50,Doctor,94,1,8461.46,04-11-2024 08:08
78.44,21-11-2023 17:25,D000476,35.246.53.10,Online,52,Retired,292,1,6870.84,04-11-2024 08:10
139.72,16-01-2023 17:53,D000516,219.98.242.240,Branch,49,Engineer,201,1,5058.83,04-11-2024 08:08
499.99,02-08-2023 16:01,D000100,9.230.41.239,Branch,31,Engineer,296,1,8885,04-11-2024 08:09
10.07,17-01-2023 16:47,D000494,23.92.205.75,Online,24,Student,49,1,530.81,04-11-2024 08:08
120.62,27-02-2023 16:37,D000024,134.222.122.238,ATM,23,Student,85,1,9379.53,04-11-2024 08:06
578.49,16-10-2023 17:46,D000463,194.88.79.54,Branch,59,Retired,180,1,6475.13,04-11-2024 08:06
119.3,28-08-2023 16:08,D000597,90.111.245.138,Branch,34,Engineer,22,5,319.04,04-11-2024 08:08
280.92,01-01-2024 18:21,D000320,120.170.93.69,Online,41,Doctor,168,1,5298.85,04-11-2024 08:06
42.42,01-06-2023 17:19,D000068,61.95.76.233,Online,21,Student,102,1,490.57,04-11-2024 08:09
77.03,19-06-2023 16:57,D000681,121.67.144.20,ATM,67,Doctor,259,1,11310.27,04-11-2024 08:08
22.59,27-03-2023 16:12,D000048,113.115.81.178,ATM,62,Retired,45,1,3988.75,04-11-2024 08:08
568.76,09-10-2023 16:48,D000221,63.191.171.41,ATM,51,Retired,155,1,7484.32,04-11-2024 08:12
25.94,16-10-2023 18:53,D000232,42.219.228.159,Online,58,Retired,211,5,4815.11,04-11-2024 08:06
105.94,07-08-2023 16:02,D000532,160.212.125.105,Branch,51,Engineer,207,1,5963.1,04-11-2024 08:09
733.29,15-03-2023 18:42,D000618,16.51.235.240,ATM,52,Doctor,94,5,10427,04-11-2024 08:07
350.15,27-11-2023 16:18,D000234,11.167.243.171,ATM,21,Student,195,1,296.47,04-11-2024 08:08
1151.18,25-08-2023 17:26,D000208,72.192.101.196,ATM,65,Doctor,105,1,1100.06,04-11-2024 08:07
183.67,26-06-2023 16:11,D000187,77.7.223.184,Online,19,Student,238,1,910.26,04-11-2024 08:11
278.27,10-04-2023 16:47,D000141,87.234.36.48,Branch,29,Doctor,123,1,6684.34,04-11-2024 08:09
470.3,12-09-2023 18:46,D000695,41.110.46.150,ATM,40,Doctor,88,1,8524.09,04-11-2024 08:08
261.69,27-11-2023 17:29,D000117,197.52.3.107,ATM,53,Retired,84,1,5126.65,04-11-2024 08:09
365.04,06-03-2023 16:29,D000232,86.220.59.252,Branch,22,Student,94,1,873.89,04-11-2024 08:12
211.1,14-09-2023 16:58,D000653,19.228.76.177,Branch,57,Retired,136,1,7059.77,04-11-2024 08:07
21.49,04-05-2023 16:51,D000108,60.43.160.195,ATM,58,Doctor,240,1,11991.24,04-11-2024 08:08
63.58,11-09-2023 17:43,D000081,163.129.70.210,ATM,18,Student,199,1,8086.04,04-11-2024 08:11
321.86,24-07-2023 16:25,D000554,141.241.241.128,ATM,63,Doctor,167,1,12626.49,04-11-2024 08:06
12.11,12-12-2023 16:17,D000577,57.141.198.111,Branch,75,Retired,127,1,1730.28,04-11-2024 08:07
642.54,10-05-2023 18:49,D000663,166.79.195.157,Branch,44,Engineer,28,1,3143.17,04-11-2024 08:10
210.45,11-12-2023 16:47,D000547,144.91.150.133,ATM,27,Student,146,1,1242.49,04-11-2024 08:06
313.65,30-01-2023 16:08,D000288,57.232.212.116,Branch,55,Retired,173,1,1886.36,04-11-2024 08:10
99.76,07-08-2023 16:21,D000501,38.164.132.63,Branch,26,Student,131,1,416.89,04-11-2024 08:06
115.32,25-07-2023 17:24,D000663,211.45.75.44,Branch,53,Retired,113,1,5929.08,04-11-2024 08:08
33.61,21-08-2023 17:25,D000116,142.184.68.230,Online,23,Student,72,1,479.08,04-11-2024 08:08
498.59,30-01-2023 16:20,D000604,93.169.212.219,Online,33,Doctor,32,1,5862.99,04-11-2024 08:06
98.81,04-09-2023 16:48,D000430,38.210.156.148,Branch,27,Student,91,1,797.1,04-11-2024 08:08
1.87,20-10-2023 18:34,D000165,30.229.179.194,ATM,65,Retired,147,1,7287.94,04-11-2024 08:09
78.92,15-06-2023 18:57,D000118,149.84.108.18,Online,59,Engineer,95,1,5624.86,04-11-2024 08:08
194.29,23-01-2023 16:05,D000307,160.65.101.37,Branch,39,Engineer,10,1,2988.41,04-11-2024 08:08
28.73,31-10-2023 16:11,D000384,93.52.44.101,ATM,53,Engineer,185,1,2712.96,04-11-2024 08:08
105.53,16-06-2023 16:36,D000003,53.131.194.183,Online,24,Student,88,1,1433.66,04-11-2024 08:10
737.34,20-03-2023 17:45,D000041,93.146.251.20,Online,30,Doctor,34,1,7336.56,04-11-2024 08:08
237.86,06-02-2023 17:48,D000274,135.73.131.111,ATM,18,Student,210,1,475.63,04-11-2024 08:10
409.61,26-07-2023 16:05,D000618,197.23.128.119,Branch,65,Doctor,89,1,11698.15,04-11-2024 08:10
75.53,21-08-2023 17:36,D000597,54.252.249.33,Online,21,Student,157,1,1034.35,04-11-2024 08:07
72.75,01-05-2023 16:30,D000413,105.136.156.29,ATM,64,Doctor,15,1,12042.79,04-11-2024 08:07
39.11,01-09-2023 18:05,D000241,196.121.240.10,Online,26,Student,143,1,518.54,04-11-2024 08:08
1309.79,06-03-2023 16:33,D000251,3.200.166.167,ATM,23,Student,139,1,1258.93,04-11-2024 08:11
729.38,14-11-2023 17:23,D000443,99.205.173.118,ATM,68,Doctor,90,1,9127.65,04-11-2024 08:08
137.49,26-07-2023 16:54,D000159,42.61.10.112,ATM,34,Engineer,50,1,4471.05,04-11-2024 08:07
504.71,10-04-2023 18:27,D000009,24.148.92.177,Online,29,Engineer,61,1,6214.54,04-11-2024 08:08
371.47,30-05-2023 16:15,D000661,32.71.250.58,Branch,24,Student,58,1,1187.04,04-11-2024 08:07
430.35,20-02-2023 17:23,D000096,217.233.219.196,Online,36,Doctor,205,1,354.9,04-11-2024 08:10
230.32,15-05-2023 18:15,D000272,49.174.157.140,Branch,35,Engineer,56,1,791.46,04-11-2024 08:08
121.71,05-09-2023 17:02,D000674,77.208.193.198,ATM,52,Retired,140,1,5878.89,04-11-2024 08:11
98.87,03-01-2023 17:51,D000058,219.31.152.129,Online,20,Student,179,1,533.2,04-11-2024 08:06
117.55,19-05-2023 16:35,D000088,4.101.189.38,ATM,24,Student,35,1,897.94,04-11-2024 08:11
244.64,21-02-2023 18:41,D000172,66.255.7.16,Branch,30,Doctor,103,1,9159.56,04-11-2024 08:06
321.93,04-12-2023 18:27,D000083,45.241.13.208,ATM,45,Engineer,12,1,4392.73,04-11-2024 08:07
1092.73,23-01-2023 17:24,D000688,56.89.80.133,Branch,58,Retired,11,1,1390.98,04-11-2024 08:07
283.23,06-02-2023 16:48,D000695,146.69.70.214,Online,40,Engineer,98,1,2008.77,04-11-2024 08:07
346.65,01-01-2024 16:17,D000077,43.98.242.106,Online,30,Engineer,60,1,6356.96,04-11-2024 08:06
381.62,27-01-2023 16:40,D000670,187.223.139.194,Online,64,Retired,164,1,6009.12,04-11-2024 08:11
388.65,21-02-2023 16:02,D000284,40.244.94.218,ATM,76,Retired,43,1,7896.85,04-11-2024 08:08
29.22,06-07-2023 18:16,D000432,44.67.137.125,ATM,24,Student,151,1,1649.43,04-11-2024 08:09
46.75,31-07-2023 17:37,D000469,196.244.194.198,Branch,67,Retired,150,1,2840.43,04-11-2024 08:09
348.64,09-06-2023 17:12,D000221,134.222.122.238,Online,57,Retired,128,1,3274.96,04-11-2024 08:11
319.17,11-01-2023 16:58,D000444,7.28.148.225,Online,73,Retired,81,1,6501.56,04-11-2024 08:08
73.95,03-11-2023 16:39,D000337,6.204.110.7,ATM,26,Student,76,1,363.92,04-11-2024 08:07
389.63,16-02-2023 16:20,D000645,155.140.33.42,Online,27,Engineer,99,1,9748.48,04-11-2024 08:08
217.61,16-03-2023 17:36,D000172,216.32.4.105,ATM,19,Student,45,1,1404.53,04-11-2024 08:10
199.84,16-01-2023 16:01,D000330,48.19.99.211,ATM,21,Student,150,1,706.44,04-11-2024 08:09
56.35,09-02-2023 16:09,D000266,166.79.195.157,ATM,44,Doctor,75,1,5095.73,04-11-2024 08:07
248.95,16-06-2023 16:19,D000454,38.210.156.148,Branch,65,Retired,29,1,3059.79,04-11-2024 08:09
142.58,19-06-2023 16:20,D000647,139.23.212.102,ATM,33,Engineer,145,1,7844.23,04-11-2024 08:06
1020.73,24-07-2023 16:42,D000676,166.79.195.157,ATM,28,Student,87,1,1119.61,04-11-2024 08:11
84.34,08-06-2023 16:27,D000493,200.136.146.93,Online,58,Retired,248,3,5313.97,04-11-2024 08:09
1607.55,07-09-2023 16:27,D000070,94.37.250.128,ATM,31,Engineer,156,1,6227.99,04-11-2024 08:07
333.78,30-11-2023 17:53,D000444,49.31.186.82,ATM,60,Retired,98,1,6810.94,04-11-2024 08:07
332.59,13-07-2023 17:50,D000163,166.41.54.117,Online,55,Retired,143,1,1457.07,04-11-2024 08:09
236.81,26-10-2023 16:59,D000274,189.168.172.41,Branch,22,Student,15,1,813.68,04-11-2024 08:07
417.8,26-06-2023 16:21,D000630,49.31.186.82,Branch,27,Student,130,1,1518.82,04-11-2024 08:09
319.27,07-08-2023 16:54,D000172,211.97.88.141,ATM,50,Doctor,150,1,10269.78,04-11-2024 08:12
384.1,24-05-2023 18:32,D000497,199.103.32.145,Branch,42,Engineer,172,1,672.79,04-11-2024 08:11
820.62,03-03-2023 17:18,D000622,47.82.77.181,Branch,61,Doctor,158,1,6024.8,04-11-2024 08:07
474.77,25-12-2023 16:28,D000046,104.155.121.252,Online,56,Engineer,50,1,2158.59,04-11-2024 08:08
542.72,04-09-2023 18:37,D000573,34.86.220.205,Branch,43,Doctor,92,1,6011.8,04-11-2024 08:08
79.8,22-12-2023 17:17,D000477,189.198.67.252,ATM,73,Retired,76,1,6372.58,04-11-2024 08:06
46.24,13-03-2023 16:05,D000590,80.155.14.197,Branch,57,Engineer,52,1,2569.56,04-11-2024 08:07
327.8,23-11-2023 17:44,D000517,90.111.245.138,ATM,61,Doctor,54,1,10585.48,04-11-2024 08:09
445.79,07-07-2023 17:19,D000308,207.157.126.125,ATM,52,Doctor,161,1,717.99,04-11-2024 08:12
55.89,17-08-2023 16:54,D000461,175.230.206.232,Online,72,Retired,150,1,3689.65,04-11-2024 08:11
158.41,09-02-2023 16:28,D000122,188.225.207.71,Branch,28,Student,16,1,1512.16,04-11-2024 08:10
101.19,29-11-2023 18:38,D000524,80.155.14.197,Online,64,Doctor,75,1,14389.45,04-11-2024 08:09
827.14,17-01-2023 17:25,D000645,215.97.143.157,Branch,36,Engineer,265,4,9800.21,04-11-2024 08:08
61.97,22-05-2023 18:45,D000487,10.223.224.50,ATM,74,Retired,95,1,7014.69,04-11-2024 08:10
27.21,14-06-2023 16:34,D000700,28.149.72.129,ATM,79,Retired,102,1,3520.61,04-11-2024 08:06
173.74,08-09-2023 17:48,D000127,161.177.41.214,Online,80,Retired,64,1,4913.42,04-11-2024 08:11
176.11,10-08-2023 16:48,D000566,86.220.59.252,Branch,38,Engineer,105,1,9155.35,04-11-2024 08:10
88.4,10-11-2023 18:02,D000112,112.196.12.19,Online,46,Engineer,174,1,2567.53,04-11-2024 08:09
567.92,20-06-2023 16:27,D000358,213.207.62.176,Online,53,Retired,14,1,3779.47,04-11-2024 08:12
138.11,11-12-2023 17:29,D000227,20.147.6.179,Online,68,Retired,104,1,4177.65,04-11-2024 08:07
456.93,26-09-2023 16:18,D000587,214.67.148.245,Branch,28,Engineer,193,1,7284.76,04-11-2024 08:09
101.42,25-04-2023 17:00,D000195,112.56.160.202,Online,66,Retired,146,1,6530.59,04-11-2024 08:12
300.61,01-05-2023 17:21,D000086,165.35.58.173,Online,44,Doctor,51,1,7895.54,04-11-2024 08:11
265.94,05-06-2023 16:11,D000581,106.244.1.47,Online,54,Engineer,132,1,6781.3,04-11-2024 08:06
345.54,24-01-2023 16:05,D000054,215.97.143.157,Online,29,Engineer,50,1,2091.78,04-11-2024 08:11
411.52,10-01-2023 17:40,D000494,52.1.78.30,ATM,41,Doctor,88,1,11108.39,04-11-2024 08:09
111.21,21-08-2023 18:36,D000401,216.151.64.40,Branch,35,Doctor,111,1,9088.36,04-11-2024 08:12
316.37,28-08-2023 17:34,D000599,218.83.2.94,ATM,53,Engineer,86,1,4671.69,04-11-2024 08:08
260.63,20-12-2023 18:58,D000564,36.13.239.172,Branch,37,Engineer,142,1,7534.73,04-11-2024 08:08
92.36,27-03-2023 16:48,D000598,3.200.166.167,ATM,29,Engineer,144,1,6353.14,04-11-2024 08:07
262.06,11-09-2023 16:09,D000408,44.73.3.217,Branch,63,Doctor,118,1,13587.52,04-11-2024 08:10
64.5,17-08-2023 18:32,D000076,18.72.115.111,ATM,74,Retired,230,1,1351.24,04-11-2024 08:08
253.55,11-01-2023 16:56,D000112,41.82.55.163,ATM,28,Engineer,85,5,2797.26,04-11-2024 08:09
408.28,15-03-2023 16:33,D000638,142.148.226.178,Branch,21,Student,125,3,1222.77,04-11-2024 08:10
175.94,05-06-2023 16:16,D000438,47.167.178.158,ATM,57,Retired,89,1,3728.04,04-11-2024 08:07
199.47,14-08-2023 16:26,D000585,82.88.241.226,Online,57,Doctor,142,1,6067.44,04-11-2024 08:07
51.07,23-01-2023 18:06,D000114,162.198.218.92,Branch,63,Retired,133,1,4292.16,04-11-2024 08:12
435.86,29-12-2023 17:17,D000471,147.125.143.41,ATM,56,Retired,134,1,3801.82,04-11-2024 08:09
